title	link	pubilsh	description	image
Why Don’t More People Resent Manchester City?	https://www.nytimes.com/2024/04/19/world/europe/premier-league-man-city.html	Fri, 19 Apr 2024 15:10:11 +0000	Out of the Champions League but on top of the Premier League, Manchester City shows that it takes more than trophies to make a villain.	https://static01.nyt.com/images/2024/04/19/multimedia/19rory-trophies-zphl/19rory-trophies-zphl-mediumSquareAt3X.jpg
Iran-Israel Shadow War Timeline: A History of Recent Hostilities	https://www.nytimes.com/2024/04/19/world/middleeast/iran-israel-shadow-war-history.html	Fri, 19 Apr 2024 15:02:47 +0000	A recent round of strikes has brought the conflict more clearly into the open and raised fears of a broader war.	https://static01.nyt.com/images/2024/04/19/multimedia/19mideast-crisis-shadow-war-1-tmhc/19mideast-crisis-shadow-war-1-tmhc-mediumSquareAt3X.jpg
Drones Believed to Have Been Used in Iran Attack Are a Common Israeli Weapon	https://www.nytimes.com/2024/04/19/world/middleeast/israel-drone-attacks-iran.html	Fri, 19 Apr 2024 14:55:58 +0000	Iranian officials said that an attack Friday used small drones possibly launched from inside Iran, and that radar systems had not detected unidentified aircraft entering Iranian airspace.	https://static01.nyt.com/images/2024/04/19/multimedia/19mideast-crisis-israel-weapons-2-khcw/19mideast-crisis-israel-weapons-2-khcw-mediumSquareAt3X.jpg
Worried About Trump’s Support for Ukraine, Eastern Europe Tries Outreach	https://www.nytimes.com/2024/04/19/world/europe/trump-ukraine-eastern-europe.html	Fri, 19 Apr 2024 09:07:45 +0000	A gathering of officials from Lithuania and Ukraine and supporters of Donald J. Trump highlights growing efforts to get on the good side of the former U.S. president in case he is elected again.	https://static01.nyt.com/images/2024/04/10/multimedia/00lithuania-gwfm/00lithuania-gwfm-mediumSquareAt3X.jpg
Turkey Earthquake Trial Opens Amid Anger and Tears	https://www.nytimes.com/2024/04/19/world/europe/turkey-earthquake-trial.html	Fri, 19 Apr 2024 09:03:57 +0000	More than 300 people were killed when temblors toppled an upscale residential complex. Survivors hope a court will punish the men who built it.	https://static01.nyt.com/images/2024/04/19/multimedia/19turkey-earthquake-trial-01-vkqz/19turkey-earthquake-trial-01-vkqz-mediumSquareAt3X.jpg
Forbidden to Watch Films as a Child, He Now Directs Somalia’s Top Shows	https://www.nytimes.com/2024/04/19/world/africa/somalia-director-abshir-rageh.html	Fri, 19 Apr 2024 09:00:50 +0000	Abshir Rageh had to sneak out from home to see bootleg Indian films and “Rambo” at a makeshift cinema. Now, he’s creating dramas that draw millions of online views in a country inching toward stability.	https://static01.nyt.com/images/2024/04/09/multimedia/00somalia-filmmaker-profile-1-mvph/00somalia-filmmaker-profile-1-mvph-mediumSquareAt3X.jpg
What We Know About Israel’s Strike in Iran	https://www.nytimes.com/2024/04/19/world/middleeast/israel-strikes-iran-why.html	Fri, 19 Apr 2024 14:56:34 +0000	Israel struck Iran early Friday, according to officials from both countries, in what appeared to be its first military response to the Iranian attack on Israel last weekend.	https://static01.nyt.com/images/2024/04/19/multimedia/19mideast-crisis-what-we-know-qjlk/19mideast-crisis-what-we-know-qjlk-mediumSquareAt3X.jpg
Isfahan Is Home to Iranian Missile and Nuclear Facilities	https://www.nytimes.com/2024/04/19/world/middleeast/iran-isfahan-nuclear-missiles.html	Fri, 19 Apr 2024 09:23:10 +0000	Missiles are produced near the city, which also has nuclear research centers.	https://static01.nyt.com/images/2024/04/19/multimedia/19mideast-crisis-isfahan-jpbl/19mideast-crisis-isfahan-jpbl-mediumSquareAt3X.jpg
The Magnetic Heart of the Milky Way	https://www.nytimes.com/2024/04/19/science/space/astronomy-milky-way.html	Fri, 19 Apr 2024 16:24:37 +0000	A new map of the center of the Milky Way galaxy reveals details of its magnetic fields	
Why India’s Opposition Can’t Get It Together	https://www.nytimes.com/2024/04/19/world/asia/india-election-opposition.html	Fri, 19 Apr 2024 09:02:43 +0000	Prime Minister Narendra Modi’s party got less than 40% of the vote in the last election. But his fractured and dysfunctional rivals have struggled to capitalize on that.	https://static01.nyt.com/images/2024/04/18/multimedia/00india-opposition-explainer-01-pgkm/00india-opposition-explainer-01-pgkm-mediumSquareAt3X.jpg
Reaction to Israel’s Strike in Iran Plays Down Significance	https://www.nytimes.com/2024/04/19/world/middleeast/israel-iran-reaction.html	Fri, 19 Apr 2024 08:55:30 +0000	In Israel, officials described the strike as a limited response and reports from both sides suggested it did not appear to cause significant damage to military sites.	https://static01.nyt.com/images/2024/04/19/multimedia/19mideast-crisis-israel-iran-reaction-pfzl/19mideast-crisis-israel-iran-reaction-pfzl-mediumSquareAt3X.jpg
What I Learned From an Act of Violence in Sydney That Hit Too Close to Home	https://www.nytimes.com/2024/04/19/world/australia/sydney-stabbing-westfield-bondi.html	Fri, 19 Apr 2024 06:16:42 +0000	Amid early tidbits of misinformation came lessons about dodging falsities and allowing facts to build a story.	https://static01.nyt.com/images/2024/04/19/multimedia/19ausletter350-1-wkbg/19ausletter350-1-wkbg-mediumSquareAt3X.jpg
Friday Briefing	https://www.nytimes.com/2024/04/19/briefing/israel-iran-strike-trump-jury.html	Fri, 19 Apr 2024 04:36:19 +0000	Israel strikes Iran.	https://static01.nyt.com/images/2024/04/18/multimedia/19ambriefing-europe-iran-explosion-promo/19ambriefing-europe-iran-explosion-mediumSquareAt3X-v2.jpg
Modi’s Power Keeps Growing, and India Looks Sure to Give Him More	https://www.nytimes.com/2024/04/19/world/asia/modi-india-election.html	Fri, 19 Apr 2024 16:31:01 +0000	Few doubt the popular prime minister will win a third term in voting that starts Friday. His strong hand is just what many Indians seem to want.	https://static01.nyt.com/images/2024/04/19/multimedia/19india-democracy-02-tjbv/19india-democracy-02-tjbv-mediumSquareAt3X.jpg
Apple Says It Was Ordered to Pull WhatsApp From China App Store	https://www.nytimes.com/2024/04/18/technology/apple-whatsapp-china-app-store.html	Fri, 19 Apr 2024 18:23:05 +0000	Apple said it removed WhatsApp and Threads from its China app offerings Friday on Beijing’s orders, amid technological tensions between the U.S. and China.	https://static01.nyt.com/images/2024/05/18/multimedia/18whatsapp-china-tpvj-copy/18whatsapp-china-tpvj-mediumSquareAt3X.jpg
U.S. and Allies Penalize Iran for Striking Israel, and Try to Avert War	https://www.nytimes.com/2024/04/18/world/middleeast/israel-iran-sanctions.html	Fri, 19 Apr 2024 03:39:51 +0000	While imposing sanctions on Iran, U.S. and European governments are urging restraint amid fears of a cycle of escalation as Israel weighs retaliation for an Iranian attack.	https://static01.nyt.com/images/2024/04/18/multimedia/18mideast-crisis-leadall-01-mfgc/18mideast-crisis-leadall-01-mfgc-mediumSquareAt3X.jpg
U.S. Vetoes Palestinian Bid to Be Full U.N. Member State	https://www.nytimes.com/2024/04/18/world/middleeast/palestinian-statehood-un-veto.html	Fri, 19 Apr 2024 04:45:00 +0000	The move blocked a resolution to support a status that Palestinians had long sought at the United Nations, where it is considered a “nonmember observer state.”	https://static01.nyt.com/images/2024/04/18/multimedia/18un-palestine-hzfc/18un-palestine-hzfc-mediumSquareAt3X.jpg
Friday Briefing: India’s Election Begins	https://www.nytimes.com/2024/04/18/world/asia/india-elections-iran-sanctions-trump-asia.html	Thu, 18 Apr 2024 21:07:15 +0000	Also, new Western sanctions on Iran, and China’s sinking cities.	https://static01.nyt.com/images/2024/04/19/multimedia/19ambriefing-asia-nl-tkcj/19ambriefing-asia-nl-tkcj-mediumSquareAt3X.jpg
C.I.A. Director Blames Hamas for Stalled Cease-Fire Talks	https://www.nytimes.com/2024/04/18/world/middleeast/cia-hamas-israel-cease-fire.html	Thu, 18 Apr 2024 21:02:54 +0000	The group’s rejection of a recent proposal “is standing in the way of innocent civilians in Gaza getting humanitarian relief,” the director said.	https://static01.nyt.com/images/2024/04/18/multimedia/18mideast-crisis-burns-qcgw/18mideast-crisis-burns-qcgw-mediumSquareAt3X.jpg
Nicola Sturgeon’s Husband Charged in Embezzlement Case in Scotland	https://www.nytimes.com/2024/04/18/world/europe/nicola-sturgeon-husband-embezzlement-scotland.html	Thu, 18 Apr 2024 20:02:35 +0000	Peter Murrell was charged in connection with embezzlement of funds from the Scottish National Party, which his wife once led and where he held a senior role.	https://static01.nyt.com/images/2024/04/18/multimedia/HFO-UK-Scotland-hjzt/HFO-UK-Scotland-hjzt-mediumSquareAt3X.jpg
U.S. Restarts Deportation Flights to Haiti	https://www.nytimes.com/2024/04/18/us/politics/us-restarts-deportation-flights-to-haiti.html	Thu, 18 Apr 2024 19:50:23 +0000	The Biden administration had paused deportations of Haitian migrants in recent months as their home country was wracked by violence.	https://static01.nyt.com/images/2024/04/18/multimedia/18dc-deport-pgwz/18dc-deport-pgwz-mediumSquareAt3X.jpg
South Africa’s 2024 National Election: What to Know	https://www.nytimes.com/2024/04/18/world/africa/south-africa-national-election.html	Thu, 18 Apr 2024 18:41:59 +0000	The ruling African National Congress party could lose its parliamentary majority for the first time since the fall of apartheid 30 years ago.	https://static01.nyt.com/images/2024/04/18/multimedia/18SAFRICA-ELECTION-EXPLAINER-PROMO-vpjm/18SAFRICA-ELECTION-EXPLAINER-PROMO-vpjm-mediumSquareAt3X.jpg
Dubai’s Extraordinary Flooding: Here’s What to Know	https://www.nytimes.com/2024/04/18/climate/dubai-floods-what-we-know.html	Thu, 18 Apr 2024 19:06:52 +0000	Images of a saturated desert metropolis startled the world, prompting talk of cloud seeding, climate change and designing cities for intensified weather.	https://static01.nyt.com/images/2024/04/18/multimedia/18cli-dubaifloods-bzkf/18cli-dubaifloods-bzkf-mediumSquareAt3X.jpg
Satellite Data Reveals Sinking Risk for China’s Cities	https://www.nytimes.com/2024/04/18/climate/china-sinking-sea-level.html	Thu, 18 Apr 2024 20:23:17 +0000	Development and groundwater pumping are causing land subsidence and heightening the risks of sea level rise.	https://static01.nyt.com/images/2024/04/18/multimedia/18CLI-CHINA-SINKING-mlvp/18CLI-CHINA-SINKING-mlvp-mediumSquareAt3X.jpg
Land Under B.L.M. Management to Get New Protections	https://www.nytimes.com/2024/04/18/climate/blm-public-lands-conservation.html	Thu, 18 Apr 2024 18:32:59 +0000	The measure elevates conservation in a number of ways, including by creating new leases for the restoration of degraded areas.	https://static01.nyt.com/images/2024/04/18/multimedia/18cli-public-lands-tkgp/18cli-public-lands-tkgp-mediumSquareAt3X.jpg
Scotland Pauses Gender Medications for Minors	https://www.nytimes.com/2024/04/18/health/scotland-pauses-hormones-puberty-blockers-transgender.html	Thu, 18 Apr 2024 17:22:30 +0000	The change followed a sweeping review by England’s National Health Service that found “remarkably weak” evidence for youth gender treatments.	https://static01.nyt.com/images/2024/04/18/science/18SCOTLAND-GENDER/18SCOTLAND-GENDER-mediumSquareAt3X.jpg
Amsterdam’s Latest Effort to Fight Excessive Tourism: No New Hotels	https://www.nytimes.com/2024/04/18/world/europe/amsterdam-tourism-hotel-stop.html	Fri, 19 Apr 2024 03:40:35 +0000	The city wants no more than 20 million hotel stays annually. The measure is one of multiple efforts to control the flow of visitors.	https://static01.nyt.com/images/2024/04/18/multimedia/18xp-amsterdam/18xp-amsterdam-mediumSquareAt3X.jpg
Chinese Exports Are Threatening Biden’s Industrial Agenda	https://www.nytimes.com/2024/04/18/us/politics/china-exports-biden-industrial-agenda.html	Thu, 18 Apr 2024 22:26:22 +0000	The president is increasingly hitting back with tariffs and other measures meant to restrict imports, raising tensions with Beijing.	https://static01.nyt.com/images/2024/04/18/multimedia/18dc-biden-china-thvq/18dc-biden-china-thvq-mediumSquareAt3X.jpg
How Israel’s Conflicts Could Escalate	https://www.nytimes.com/2024/04/18/world/middleeast/israel-war-gaza-iran-hezbollah.html	Thu, 18 Apr 2024 15:22:35 +0000	Israel’s military is dealing with clashes with Hezbollah in Lebanon and with Iran, as well as the continuing war in Gaza.	https://static01.nyt.com/images/2024/04/18/multimedia/18mideast-crisis-israel-fronts-mtlc/18mideast-crisis-israel-fronts-mtlc-mediumSquareAt3X.jpg
Prince Harry Now Officially Resident in U.S., Documents Show	https://www.nytimes.com/2024/04/18/world/europe/prince-harry-us-residence.html	Thu, 18 Apr 2024 15:11:46 +0000	For years, Harry and his wife, Meghan, have considered California home. This week, he updated his residency in a corporate filing.	https://static01.nyt.com/images/2024/04/18/multimedia/18uk-harry-tzkb/18uk-harry-tzkb-mediumSquareAt3X.jpg
Qatar Says It Is Reviewing Its Mediator Role as Israel-Hamas Talks Stall	https://www.nytimes.com/2024/04/18/world/middleeast/qatar-ceasefire-talks-israel-hamas.html	Thu, 18 Apr 2024 14:21:15 +0000	U.S. and Israeli officials have urged the Gulf state to exert more pressure on the Palestinian armed group to reach a deal.	https://static01.nyt.com/images/2024/04/18/multimedia/18mideast-crisis-qatar-talks-btck/18mideast-crisis-qatar-talks-btck-mediumSquareAt3X.jpg
Millions of Girls in Africa Will Miss HPV Shots After Merck Production Problem	https://www.nytimes.com/2024/04/18/health/hpv-vaccine-africa-merck.html	Thu, 18 Apr 2024 15:22:42 +0000	The company has told countries that it can supply only 18.8 million of the 29.6 million doses it was contracted to deliver this year.	https://static01.nyt.com/images/2024/04/18/science/18hpv-merck-01/18hpv-merck-01-mediumSquareAt3X.jpg
Croatia’s Election Result Makes a Far-Right Party a Possible Kingmaker	https://www.nytimes.com/2024/04/18/world/europe/croatia-election-far-right.html	Thu, 18 Apr 2024 14:35:38 +0000	The Homeland Movement came third in parliamentary elections, setting itself up as a possible partner for the ruling conservatives, who failed to achieve a majority.	https://static01.nyt.com/images/2024/04/18/multimedia/18croatia-elections-mgjw/18croatia-elections-mgjw-mediumSquareAt3X.jpg
Germany Arrests 2 Men Suspected of Spying for Russia	https://www.nytimes.com/2024/04/18/world/europe/germany-russia-spying-arrests.html	Thu, 18 Apr 2024 16:16:06 +0000	The two men, dual citizens of both countries, were accused of being part of a plot to undermine aid to Ukraine by trying to blow up military infrastructure.	https://static01.nyt.com/images/2024/04/18/multimedia/18germany-sabotage-pwhc/18germany-sabotage-pwhc-mediumSquareAt3X.jpg
Rainstorms Kill More Than 130 in Afghanistan and Pakistan	https://www.nytimes.com/2024/04/18/world/asia/afghanistan-pakistan-rain-flooding.html	Fri, 19 Apr 2024 03:35:31 +0000	Pakistani officials warned of more flooding and heavy rainfall next week, stoking fears of a particularly brutal monsoon season to come.	https://static01.nyt.com/images/2024/04/18/multimedia/18pakistan-flood-01-zclf/18pakistan-flood-01-zclf-mediumSquareAt3X.jpg
After Months of Cocaine Washing Ashore, Australian Police Make an Arrest	https://www.nytimes.com/2024/04/18/world/australia/sydney-cocaine-beaches-arrest.html	Thu, 18 Apr 2024 11:54:50 +0000	Drug parcels kept showing up on beaches along Australia’s shoreline. Now, the police say they found the man behind the botched shipment.	
W.H.O. Broadens Definition of Airborne Diseases	https://www.nytimes.com/2024/04/18/health/who-airborne-covid.html	Thu, 18 Apr 2024 10:00:06 +0000	After a drawn-out global controversy over the coronavirus, the W.H.O. has updated its classification of how pathogens spread through the air.	https://static01.nyt.com/images/2024/04/18/science/18WHO-AIR/18WHO-AIR-mediumSquareAt3X.jpg
Drought Pushes Millions Into ‘Acute Hunger’ in Southern Africa	https://www.nytimes.com/2024/04/18/climate/drought-southern-africa.html	Thu, 18 Apr 2024 13:36:59 +0000	The disaster, intensified by El Niño, is devastating communities across several countries, killing crops and livestock and sending food prices soaring.	https://static01.nyt.com/images/2024/04/18/multimedia/18CLI-AfricaDrought-bfjg/18CLI-AfricaDrought-bfjg-mediumSquareAt3X.jpg
